model,sparsity,pruning_data,dataset,acc,bleu,ppl,f1
mistralai/Mistral-7B-v0.1,0.5,wmt14,iwslt,,0.3144961929019155,,
mistralai/Mistral-7B-v0.1,0.5,wmt14,mawps,0.473076923076923,,,
mistralai/Mistral-7B-v0.1,0.5,wmt14,mbpp,,,,0.7114253640174866
mistralai/Mistral-7B-v0.1,0.5,wmt14,opc,,,,0.6850453019142151
mistralai/Mistral-7B-v0.1,0.5,wmt14,oscar,,,7.737919330596924,
mistralai/Mistral-7B-v0.1,0.5,wmt14,pile,,,5.3652238845825195,
mistralai/Mistral-7B-v0.1,0.5,wmt14,race,0.6895014187271991,,,
mistralai/Mistral-7B-v0.1,0.5,wmt14,redpajama,,,8.858642578125,
mistralai/Mistral-7B-v0.1,0.5,wmt14,rte,0.5415162454873647,,,
mistralai/Mistral-7B-v0.1,0.5,wmt14,svamp,0.4133333333333333,,,
mistralai/Mistral-7B-v0.1,0.5,wmt14,wikitext2,,,6.691620349884033,
mistralai/Mistral-7B-v0.1,0.5,wmt14,winogrande,0.5067087608524072,,,
mistralai/Mistral-7B-v0.1,0.5,wmt14,wmt14,,0.2914972261541304,,
meta-llama/Llama-2-7b-hf,0.5,all_no_general_prototype_flatten,c4,,,9.921399116516113,
meta-llama/Llama-2-7b-hf,0.5,all_no_general_prototype_flatten,wikitext2,,,6.924524307250977,
meta-llama/Llama-2-7b-hf,0.5,all_no_general_prototype_flatten,redpajama,,,8.10893440246582,
meta-llama/Llama-2-7b-hf,0.5,all_no_general_prototype_flatten,oscar,,,7.268448829650879,
meta-llama/Llama-2-7b-hf,0.5,all_no_general_prototype_flatten,pile,,,5.236250877380371,
meta-llama/Llama-2-7b-hf,0.5,all_no_general_prototype_flatten,gsm8k,0.02047005307050796,,,
meta-llama/Llama-2-7b-hf,0.5,all_no_general_prototype_flatten,svamp,0.22666666666666666,,,
meta-llama/Llama-2-7b-hf,0.5,all_no_general_prototype_flatten,mawps,0.21346153846153845,,,
meta-llama/Llama-2-7b-hf,0.5,all_no_general_prototype_flatten,esnli,0.3909812703583062,,,
meta-llama/Llama-2-7b-hf,0.5,all_no_general_prototype_flatten,anli_r1,0.349,,,
meta-llama/Llama-2-7b-hf,0.5,all_no_general_prototype_flatten,rte,0.4693140794223827,,,
meta-llama/Llama-2-7b-hf,0.5,all_no_general_prototype_flatten,boolq,0.3125382262996942,,,
meta-llama/Llama-2-7b-hf,0.5,all_no_general_prototype_flatten,commonsense_qa,0.29484029484029484,,,
meta-llama/Llama-2-7b-hf,0.5,all_no_general_prototype_flatten,race,0.2847588163761654,,,
meta-llama/Llama-2-7b-hf,0.5,all_no_general_prototype_flatten,winogrande,0.5035516969218626,,,
meta-llama/Llama-2-7b-hf,0.5,all_no_general_prototype_flatten,wmt14,,0.24341914069464415,,
meta-llama/Llama-2-7b-hf,0.5,all_no_general_prototype_flatten,iwslt,,0.25211190327828664,,
meta-llama/Llama-2-7b-hf,0.5,all_no_general_prototype_flatten,opc,,,,0.7486792802810669
meta-llama/Llama-2-7b-hf,0.5,all_no_general_prototype_flatten,ds1000,,,,0.8142896890640259
meta-llama/Llama-2-7b-hf,0.5,all_no_general_prototype_flatten,mbpp,,,,0.7734306454658508
meta-llama/Llama-2-7b-hf,0.5,all_no_aritm_prototype_flatten,c4,,,9.951300621032715,
meta-llama/Llama-2-7b-hf,0.5,all_no_aritm_prototype_flatten,wikitext2,,,6.918084621429443,
meta-llama/Llama-2-7b-hf,0.5,all_no_aritm_prototype_flatten,redpajama,,,8.1137113571167,
meta-llama/Llama-2-7b-hf,0.5,all_no_aritm_prototype_flatten,oscar,,,7.284058094024658,
meta-llama/Llama-2-7b-hf,0.5,all_no_aritm_prototype_flatten,pile,,,5.240874290466309,
meta-llama/Llama-2-7b-hf,0.5,all_no_aritm_prototype_flatten,gsm8k,0.016679302501895376,,,
meta-llama/Llama-2-7b-hf,0.5,all_no_aritm_prototype_flatten,svamp,0.21,,,
meta-llama/Llama-2-7b-hf,0.5,all_no_aritm_prototype_flatten,mawps,0.20961538461538462,,,
meta-llama/Llama-2-7b-hf,0.5,all_no_aritm_prototype_flatten,esnli,0.38253257328990226,,,
meta-llama/Llama-2-7b-hf,0.5,all_no_aritm_prototype_flatten,anli_r1,0.353,,,
meta-llama/Llama-2-7b-hf,0.5,all_no_aritm_prototype_flatten,rte,0.47653429602888087,,,
meta-llama/Llama-2-7b-hf,0.5,all_no_aritm_prototype_flatten,boolq,0.26452599388379205,,,
meta-llama/Llama-2-7b-hf,0.5,all_no_aritm_prototype_flatten,commonsense_qa,0.2858312858312858,,,
meta-llama/Llama-2-7b-hf,0.5,all_no_aritm_prototype_flatten,race,0.2880016214025132,,,
meta-llama/Llama-2-7b-hf,0.5,all_no_aritm_prototype_flatten,winogrande,0.5082872928176796,,,
meta-llama/Llama-2-7b-hf,0.5,all_no_aritm_prototype_flatten,wmt14,,0.23739972811515855,,
meta-llama/Llama-2-7b-hf,0.5,all_no_aritm_prototype_flatten,iwslt,,0.24327365433358789,,
meta-llama/Llama-2-7b-hf,0.5,all_no_aritm_prototype_flatten,opc,,,,0.7486975193023682
meta-llama/Llama-2-7b-hf,0.5,all_no_aritm_prototype_flatten,ds1000,,,,0.817341148853302
meta-llama/Llama-2-7b-hf,0.5,all_no_aritm_prototype_flatten,mbpp,,,,0.7730137705802917
meta-llama/Llama-2-7b-hf,0.5,all_no_nlu_prototype_flatten,c4,,,10.02139949798584,
meta-llama/Llama-2-7b-hf,0.5,all_no_nlu_prototype_flatten,wikitext2,,,7.0037126541137695,
meta-llama/Llama-2-7b-hf,0.5,all_no_nlu_prototype_flatten,redpajama,,,8.16908073425293,
meta-llama/Llama-2-7b-hf,0.5,all_no_nlu_prototype_flatten,oscar,,,7.331477165222168,
meta-llama/Llama-2-7b-hf,0.5,all_no_nlu_prototype_flatten,pile,,,5.26745080947876,
meta-llama/Llama-2-7b-hf,0.5,all_no_nlu_prototype_flatten,gsm8k,0.021986353297952996,,,
meta-llama/Llama-2-7b-hf,0.5,all_no_nlu_prototype_flatten,svamp,0.21,,,
meta-llama/Llama-2-7b-hf,0.5,all_no_nlu_prototype_flatten,mawps,0.2423076923076923,,,
meta-llama/Llama-2-7b-hf,0.5,all_no_nlu_prototype_flatten,esnli,0.3959690553745928,,,
meta-llama/Llama-2-7b-hf,0.5,all_no_nlu_prototype_flatten,anli_r1,0.343,,,
meta-llama/Llama-2-7b-hf,0.5,all_no_nlu_prototype_flatten,rte,0.4657039711191336,,,
meta-llama/Llama-2-7b-hf,0.5,all_no_nlu_prototype_flatten,boolq,0.29571865443425077,,,
meta-llama/Llama-2-7b-hf,0.5,all_no_nlu_prototype_flatten,commonsense_qa,0.2882882882882883,,,
meta-llama/Llama-2-7b-hf,0.5,all_no_nlu_prototype_flatten,race,0.2884069720308067,,,
meta-llama/Llama-2-7b-hf,0.5,all_no_nlu_prototype_flatten,winogrande,0.5122336227308603,,,
meta-llama/Llama-2-7b-hf,0.5,all_no_nlu_prototype_flatten,wmt14,,0.23566593312722772,,
meta-llama/Llama-2-7b-hf,0.5,all_no_nlu_prototype_flatten,iwslt,,0.24602453384683914,,
meta-llama/Llama-2-7b-hf,0.5,all_no_nlu_prototype_flatten,opc,,,,0.7503096461296082
meta-llama/Llama-2-7b-hf,0.5,all_no_nlu_prototype_flatten,ds1000,,,,0.8208890557289124
meta-llama/Llama-2-7b-hf,0.5,all_no_nlu_prototype_flatten,mbpp,,,,0.775745689868927
baichuan-inc/Baichuan-7B,0.5,all_no_general_prototype_flatten,c4,,,50.1671028137207,
baichuan-inc/Baichuan-7B,0.5,all_no_general_prototype_flatten,wikitext2,,,26.82425880432129,
baichuan-inc/Baichuan-7B,0.5,all_no_general_prototype_flatten,redpajama,,,29.380046844482422,
baichuan-inc/Baichuan-7B,0.5,all_no_general_prototype_flatten,oscar,,,29.1544132232666,
baichuan-inc/Baichuan-7B,0.5,all_no_general_prototype_flatten,pile,,,10.268996238708496,
baichuan-inc/Baichuan-7B,0.5,all_no_general_prototype_flatten,gsm8k,0.03184230477634572,,,
baichuan-inc/Baichuan-7B,0.5,all_no_general_prototype_flatten,svamp,0.06333333333333334,,,
baichuan-inc/Baichuan-7B,0.5,all_no_general_prototype_flatten,mawps,0.06538461538461539,,,
baichuan-inc/Baichuan-7B,0.5,all_no_general_prototype_flatten,esnli,0.3485342019543974,,,
baichuan-inc/Baichuan-7B,0.5,all_no_general_prototype_flatten,anli_r1,0.333,,,
baichuan-inc/Baichuan-7B,0.5,all_no_general_prototype_flatten,rte,0.51985559566787,,,
baichuan-inc/Baichuan-7B,0.5,all_no_general_prototype_flatten,boolq,0.03486238532110092,,,
baichuan-inc/Baichuan-7B,0.5,all_no_general_prototype_flatten,commonsense_qa,0.1941031941031941,,,
baichuan-inc/Baichuan-7B,0.5,all_no_general_prototype_flatten,race,0.33664369679773004,,,
baichuan-inc/Baichuan-7B,0.5,all_no_general_prototype_flatten,winogrande,0.3930544593528019,,,
baichuan-inc/Baichuan-7B,0.5,all_no_general_prototype_flatten,wmt14,,0.12229563060905801,,
baichuan-inc/Baichuan-7B,0.5,all_no_general_prototype_flatten,iwslt,,0.11636844273879988,,
baichuan-inc/Baichuan-7B,0.5,all_no_general_prototype_flatten,opc,,,,0.7038912773132324
baichuan-inc/Baichuan-7B,0.5,all_no_general_prototype_flatten,ds1000,,,,0.7717474102973938
baichuan-inc/Baichuan-7B,0.5,all_no_general_prototype_flatten,mbpp,,,,0.7276496887207031
meta-llama/Llama-2-7b-hf,0.5,all_no_commonsense_prototype_flatten,c4,,,9.97330379486084,
meta-llama/Llama-2-7b-hf,0.5,all_no_commonsense_prototype_flatten,wikitext2,,,6.925470352172852,
meta-llama/Llama-2-7b-hf,0.5,all_no_commonsense_prototype_flatten,redpajama,,,8.120504379272461,
meta-llama/Llama-2-7b-hf,0.5,all_no_commonsense_prototype_flatten,oscar,,,7.293024063110352,
meta-llama/Llama-2-7b-hf,0.5,all_no_commonsense_prototype_flatten,pile,,,5.243460655212402,
meta-llama/Llama-2-7b-hf,0.5,all_no_commonsense_prototype_flatten,gsm8k,0.019711902956785442,,,
meta-llama/Llama-2-7b-hf,0.5,all_no_commonsense_prototype_flatten,svamp,0.20666666666666667,,,
meta-llama/Llama-2-7b-hf,0.5,all_no_commonsense_prototype_flatten,mawps,0.23076923076923078,,,
meta-llama/Llama-2-7b-hf,0.5,all_no_commonsense_prototype_flatten,esnli,0.3925081433224756,,,
meta-llama/Llama-2-7b-hf,0.5,all_no_commonsense_prototype_flatten,anli_r1,0.353,,,
meta-llama/Llama-2-7b-hf,0.5,all_no_commonsense_prototype_flatten,rte,0.48014440433212996,,,
meta-llama/Llama-2-7b-hf,0.5,all_no_commonsense_prototype_flatten,boolq,0.26391437308868504,,,
meta-llama/Llama-2-7b-hf,0.5,all_no_commonsense_prototype_flatten,commonsense_qa,0.2858312858312858,,,
